{'yaw': -157.6705, 'pitch': -4.33582, 'roll': -2.451883, 'Ax': 0, 'Ay': 485, 'Az': 7381, 'timestamps': 1542884104.3810017}
{'yaw': 13.26102, 'pitch': -25.68937, 'roll': -7.801802, 'Ax': 1004, 'Ay': -442, 'Az': 1043, 'timestamps': 1542884249.4009736}
{'yaw': 13.3904, 'pitch': -26.14672, 'roll': -7.98495, 'Ax': 904, 'Ay': -343, 'Az': 874, 'timestamps': 1542884249.4010255}
{'yaw': 13.54109, 'pitch': -26.55028, 'roll': -8.239672, 'Ax': 759, 'Ay': -319, 'Az': 902, 'timestamps': 1542884249.4010766}
{'yaw': 13.68859, 'pitch': -26.91, 'roll': -8.496843, 'Ax': 634, 'Ay': -356, 'Az': 1156, 'timestamps': 1542884249.401127}
{'yaw': 13.84467, 'pitch': -27.24369, 'roll': -8.671845, 'Ax': 628, 'Ay': -462, 'Az': 1586, 'timestamps': 1542884249.401179}
{'yaw': 14.00502, 'pitch': -27.58609, 'roll': -8.735862, 'Ax': 741, 'Ay': -585, 'Az': 2051, 'timestamps': 1542884249.401234}
{'yaw': 14.15155, 'pitch': -27.9966, 'roll': -8.694203, 'Ax': 839, 'Ay': -655, 'Az': 2350, 'timestamps': 1542884249.4087043}
{'yaw': 15.7885, 'pitch': -15.19375, 'roll': -2.517301, 'Ax': 846, 'Ay': -664, 'Az': 2476, 'timestamps': 1542884249.4088027}
{'yaw': 15.88764, 'pitch': -15.20687, 'roll': -2.628579, 'Ax': 188, 'Ay': -236, 'Az': -1257, 'timestamps': 1542884249.4150603}
{'yaw': 15.9788, 'pitch': -15.23964, 'roll': -2.749171, 'Ax': 102, 'Ay': -249, 'Az': -1237, 'timestamps': 1542884249.4183629}
{'yaw': 16.02265, 'pitch': -15.31644, 'roll': -2.862461, 'Ax': -24, 'Ay': -269, 'Az': -1202, 'timestamps': 1542884249.4269402}
{'yaw': 16.00532, 'pitch': -15.44698, 'roll': -2.945966, 'Ax': -155, 'Ay': -273, 'Az': -1136, 'timestamps': 1542884249.43618}
{'yaw': 15.92787, 'pitch': -15.60976, 'roll': -3.010906, 'Ax': -243, 'Ay': -278, 'Az': -1034, 'timestamps': 1542884249.4434268}
{'yaw': 15.82166, 'pitch': -15.80757, 'roll': -3.032299, 'Ax': -263, 'Ay': -279, 'Az': -936, 'timestamps': 1542884249.4538395}
{'yaw': 15.69066, 'pitch': -16.02335, 'roll': -3.030097, 'Ax': -251, 'Ay': -273, 'Az': -782, 'timestamps': 1542884249.4628277}
{'yaw': 15.55369, 'pitch': -16.2561, 'roll': -2.99953, 'Ax': -206, 'Ay': -249, 'Az': -643, 'timestamps': 1542884249.4751134}
{'yaw': 15.43128, 'pitch': -16.4803, 'roll': -2.98395, 'Ax': -145, 'Ay': -193, 'Az': -598, 'timestamps': 1542884249.4852152}
{'yaw': 15.34679, 'pitch': -16.68409, 'roll': -3.015215, 'Ax': -116, 'Ay': -127, 'Az': -602, 'timestamps': 1542884249.4945378}
{'yaw': 15.31275, 'pitch': -16.84021, 'roll': -3.129247, 'Ax': -134, 'Ay': -107, 'Az': -637, 'timestamps': 1542884249.503946}
{'yaw': 15.32816, 'pitch': -16.95267, 'roll': -3.304255, 'Ax': -228, 'Ay': -107, 'Az': -675, 'timestamps': 1542884249.5200474}
{'yaw': 15.37127, 'pitch': -17.04366, 'roll': -3.52564, 'Ax': -379, 'Ay': -97, 'Az': -691, 'timestamps': 1542884249.5246413}
{'yaw': 15.41773, 'pitch': -17.10358, 'roll': -3.765701, 'Ax': -478, 'Ay': -78, 'Az': -568, 'timestamps': 1542884249.5357304}
{'yaw': 15.44349, 'pitch': -17.15934, 'roll': -3.979912, 'Ax': -494, 'Ay': -52, 'Az': -366, 'timestamps': 1542884249.5431428}
{'yaw': 15.44068, 'pitch': -17.24328, 'roll': -4.149203, 'Ax': -402, 'Ay': -13, 'Az': -166, 'timestamps': 1542884249.5539448}
{'yaw': 15.41623, 'pitch': -17.36204, 'roll': -4.275635, 'Ax': -218, 'Ay': 28, 'Az': 64, 'timestamps': 1542884249.562685}
{'yaw': 15.38145, 'pitch': -17.50025, 'roll': -4.358716, 'Ax': 0, 'Ay': 62, 'Az': 217, 'timestamps': 1542884249.5781648}
{'yaw': 15.39294, 'pitch': -17.62335, 'roll': -4.454211, 'Ax': 180, 'Ay': 101, 'Az': 191, 'timestamps': 1542884249.5827332}
{'yaw': 15.48581, 'pitch': -17.69183, 'roll': -4.614898, 'Ax': 319, 'Ay': 137, 'Az': -2, 'timestamps': 1542884249.5917904}
{'yaw': 15.6747, 'pitch': -17.68863, 'roll': -4.915422, 'Ax': 379, 'Ay': 175, 'Az': -337, 'timestamps': 1542884249.6017075}
{'yaw': 15.95542, 'pitch': -17.61549, 'roll': -5.377666, 'Ax': 364, 'Ay': 205, 'Az': -649, 'timestamps': 1542884249.614299}
{'yaw': 16.28502, 'pitch': -17.52027, 'roll': -5.956902, 'Ax': 294, 'Ay': 122, 'Az': -740, 'timestamps': 1542884249.6230972}
{'yaw': 16.60987, 'pitch': -17.3842, 'roll': -6.535602, 'Ax': 129, 'Ay': -76, 'Az': -414, 'timestamps': 1542884249.6351008}
{'yaw': 16.91553, 'pitch': -17.25468, 'roll': -7.013695, 'Ax': -5, 'Ay': -352, 'Az': 199, 'timestamps': 1542884249.642239}
{'yaw': 17.2118, 'pitch': -17.2052, 'roll': -7.338761, 'Ax': 21, 'Ay': -675, 'Az': 824, 'timestamps': 1542884249.652893}
{'yaw': 17.48287, 'pitch': -17.25254, 'roll': -7.466904, 'Ax': 213, 'Ay': -899, 'Az': 1421, 'timestamps': 1542884249.6655753}
{'yaw': 17.71056, 'pitch': -17.39478, 'roll': -7.425288, 'Ax': 528, 'Ay': -1028, 'Az': 1847, 'timestamps': 1542884249.676846}
{'yaw': 17.91876, 'pitch': -17.63608, 'roll': -7.278825, 'Ax': 842, 'Ay': -1042, 'Az': 1953, 'timestamps': 1542884249.6824265}
{'yaw': 18.13305, 'pitch': -17.94355, 'roll': -7.161723, 'Ax': 1099, 'Ay': -958, 'Az': 1652, 'timestamps': 1542884249.6963649}
{'yaw': 18.39433, 'pitch': -18.25244, 'roll': -7.159773, 'Ax': 1203, 'Ay': -825, 'Az': 1165, 'timestamps': 1542884249.7021506}
{'yaw': 18.71391, 'pitch': -18.51914, 'roll': -7.267447, 'Ax': 1105, 'Ay': -758, 'Az': 966, 'timestamps': 1542884249.7122843}
{'yaw': 19.07567, 'pitch': -18.72601, 'roll': -7.37979, 'Ax': 927, 'Ay': -828, 'Az': 1170, 'timestamps': 1542884249.724996}
{'yaw': 19.45698, 'pitch': -18.92465, 'roll': -7.411377, 'Ax': 788, 'Ay': -977, 'Az': 1644, 'timestamps': 1542884249.7339876}
{'yaw': 19.80332, 'pitch': -19.19096, 'roll': -7.283354, 'Ax': 724, 'Ay': -1068, 'Az': 2168, 'timestamps': 1542884249.7499833}
{'yaw': 20.09381, 'pitch': -19.56817, 'roll': -7.000204, 'Ax': 701, 'Ay': -1038, 'Az': 2597, 'timestamps': 1542884249.755491}
{'yaw': 20.31886, 'pitch': -20.02291, 'roll': -6.597388, 'Ax': 743, 'Ay': -958, 'Az': 2875, 'timestamps': 1542884249.7611246}
{'yaw': 20.50182, 'pitch': -20.55423, 'roll': -6.139375, 'Ax': 838, 'Ay': -863, 'Az': 2982, 'timestamps': 1542884249.774285}
{'yaw': 20.70491, 'pitch': -21.08509, 'roll': -5.721787, 'Ax': 960, 'Ay': -791, 'Az': 2938, 'timestamps': 1542884249.785632}
{'yaw': 20.98648, 'pitch': -21.57552, 'roll': -5.410464, 'Ax': 1108, 'Ay': -748, 'Az': 2822, 'timestamps': 1542884249.792111}
{'yaw': 21.40862, 'pitch': -21.97408, 'roll': -5.280094, 'Ax': 1255, 'Ay': -721, 'Az': 2687, 'timestamps': 1542884249.802422}
{'yaw': 21.97706, 'pitch': -22.3041, 'roll': -5.323505, 'Ax': 1373, 'Ay': -678, 'Az': 2635, 'timestamps': 1542884249.8124485}
{'yaw': 22.62192, 'pitch': -22.63211, 'roll': -5.487842, 'Ax': 1310, 'Ay': -598, 'Az': 2806, 'timestamps': 1542884249.828959}
{'yaw': 23.26693, 'pitch': -22.99208, 'roll': -5.67893, 'Ax': 1049, 'Ay': -461, 'Az': 3223, 'timestamps': 1542884249.8361516}
{'yaw': 23.82015, 'pitch': -23.41036, 'roll': -5.804442, 'Ax': 639, 'Ay': -281, 'Az': 3777, 'timestamps': 1542884249.8422554}
{'yaw': 24.22427, 'pitch': -23.90858, 'roll': -5.832003, 'Ax': 218, 'Ay': -80, 'Az': 4249, 'timestamps': 1542884249.852094}
{'yaw': 24.49093, 'pitch': -24.46, 'roll': -5.826954, 'Ax': -84, 'Ay': 98, 'Az': 4451, 'timestamps': 1542884249.8619537}
{'yaw': 24.66419, 'pitch': -25.02372, 'roll': -5.836679, 'Ax': -259, 'Ay': 229, 'Az': 4431, 'timestamps': 1542884249.871025}
{'yaw': 24.79688, 'pitch': -25.55473, 'roll': -5.909766, 'Ax': -329, 'Ay': 301, 'Az': 4366, 'timestamps': 1542884249.8845148}
{'yaw': 24.90832, 'pitch': -26.04382, 'roll': -6.03479, 'Ax': -334, 'Ay': 331, 'Az': 4374, 'timestamps': 1542884249.8921006}
{'yaw': 25.03738, 'pitch': -26.49773, 'roll': -6.19712, 'Ax': -322, 'Ay': 332, 'Az': 4482, 'timestamps': 1542884249.902836}
{'yaw': 25.15388, 'pitch': -26.9121, 'roll': -6.365716, 'Ax': -356, 'Ay': 317, 'Az': 4719, 'timestamps': 1542884249.9145305}
{'yaw': 25.25064, 'pitch': -27.27826, 'roll': -6.526735, 'Ax': -477, 'Ay': 317, 'Az': 5001, 'timestamps': 1542884249.9331787}
{'yaw': 25.29747, 'pitch': -27.58945, 'roll': -6.637718, 'Ax': -670, 'Ay': 330, 'Az': 5347, 'timestamps': 1542884249.9452212}
{'yaw': 25.28605, 'pitch': -27.83124, 'roll': -6.684961, 'Ax': -859, 'Ay': 329, 'Az': 5680, 'timestamps': 1542884249.9503026}
{'yaw': 25.21448, 'pitch': -27.98889, 'roll': -6.67161, 'Ax': -981, 'Ay': 317, 'Az': 5958, 'timestamps': 1542884249.954506}
{'yaw': 25.10947, 'pitch': -28.05998, 'roll': -6.619396, 'Ax': -1005, 'Ay': 274, 'Az': 6080, 'timestamps': 1542884249.9636526}
{'yaw': 25.00784, 'pitch': -28.05342, 'roll': -6.582737, 'Ax': -941, 'Ay': 221, 'Az': 5981, 'timestamps': 1542884249.972443}
{'yaw': 24.93838, 'pitch': -27.95811, 'roll': -6.582994, 'Ax': -817, 'Ay': 182, 'Az': 5710, 'timestamps': 1542884249.984219}
{'yaw': 24.9095, 'pitch': -27.79428, 'roll': -6.65307, 'Ax': -651, 'Ay': 151, 'Az': 5338, 'timestamps': 1542884249.9949582}
{'yaw': 24.92107, 'pitch': -27.58931, 'roll': -6.780996, 'Ax': -515, 'Ay': 148, 'Az': 4985, 'timestamps': 1542884250.00212}
{'yaw': 24.93642, 'pitch': -27.35001, 'roll': -6.926087, 'Ax': -422, 'Ay': 182, 'Az': 4706, 'timestamps': 1542884250.012379}
{'yaw': 24.92318, 'pitch': -27.11198, 'roll': -7.071054, 'Ax': -375, 'Ay': 276, 'Az': 4477, 'timestamps': 1542884250.0329359}
{'yaw': 24.85608, 'pitch': -26.88934, 'roll': -7.213811, 'Ax': -370, 'Ay': 410, 'Az': 4231, 'timestamps': 1542884250.038942}
{'yaw': 24.72354, 'pitch': -26.648, 'roll': -7.376308, 'Ax': -357, 'Ay': 541, 'Az': 3977, 'timestamps': 1542884250.0441973}
{'yaw': 24.56487, 'pitch': -26.36587, 'roll': -7.562493, 'Ax': -305, 'Ay': 609, 'Az': 3723, 'timestamps': 1542884250.0523458}
{'yaw': 24.37966, 'pitch': -26.00735, 'roll': -7.788788, 'Ax': -216, 'Ay': 590, 'Az': 3519, 'timestamps': 1542884250.0623224}
{'yaw': 24.23339, 'pitch': -25.59797, 'roll': -8.051051, 'Ax': -74, 'Ay': 484, 'Az': 3300, 'timestamps': 1542884250.0769575}
{'yaw': 24.12558, 'pitch': -25.17046, 'roll': -8.357255, 'Ax': 105, 'Ay': 333, 'Az': 3070, 'timestamps': 1542884250.3652809}
{'yaw': 24.08196, 'pitch': -24.74854, 'roll': -8.701967, 'Ax': 283, 'Ay': 165, 'Az': 2869, 'timestamps': 1542884250.365377}
{'yaw': 24.07601, 'pitch': -24.34861, 'roll': -9.034803, 'Ax': 419, 'Ay': 4, 'Az': 2762, 'timestamps': 1542884250.3654394}
{'yaw': 24.09494, 'pitch': -23.98431, 'roll': -9.339677, 'Ax': 453, 'Ay': -107, 'Az': 2724, 'timestamps': 1542884250.3654985}
{'yaw': 24.10308, 'pitch': -23.67531, 'roll': -9.598247, 'Ax': 398, 'Ay': -161, 'Az': 2699, 'timestamps': 1542884250.3655534}
{'yaw': 24.06844, 'pitch': -23.43365, 'roll': -9.816132, 'Ax': 326, 'Ay': -205, 'Az': 2631, 'timestamps': 1542884250.3656073}
{'yaw': 24.014, 'pitch': -23.24717, 'roll': -9.995118, 'Ax': 234, 'Ay': -218, 'Az': 2529, 'timestamps': 1542884250.3656602}
{'yaw': 23.91404, 'pitch': -23.07438, 'roll': -10.11931, 'Ax': 125, 'Ay': -216, 'Az': 2494, 'timestamps': 1542884250.365713}
{'yaw': 23.80074, 'pitch': -22.89978, 'roll': -10.19181, 'Ax': 88, 'Ay': -259, 'Az': 2466, 'timestamps': 1542884250.3657649}
{'yaw': 23.7039, 'pitch': -22.7193, 'roll': -10.22625, 'Ax': 119, 'Ay': -322, 'Az': 2404, 'timestamps': 1542884250.365824}
{'yaw': 23.63777, 'pitch': -22.5526, 'roll': -10.22344, 'Ax': 215, 'Ay': -390, 'Az': 2299, 'timestamps': 1542884250.3658755}
{'yaw': 23.61882, 'pitch': -22.40859, 'roll': -10.21293, 'Ax': 313, 'Ay': -437, 'Az': 2156, 'timestamps': 1542884250.365928}
{'yaw': 23.63907, 'pitch': -22.29026, 'roll': -10.17795, 'Ax': 361, 'Ay': -456, 'Az': 2084, 'timestamps': 1542884250.3659794}
{'yaw': 23.66952, 'pitch': -22.18172, 'roll': -10.09997, 'Ax': 350, 'Ay': -436, 'Az': 2105, 'timestamps': 1542884250.3660307}
{'yaw': 23.68554, 'pitch': -22.10227, 'roll': -9.994864, 'Ax': 249, 'Ay': -350, 'Az': 2106, 'timestamps': 1542884250.3660815}
{'yaw': 23.64171, 'pitch': -22.0618, 'roll': -9.887588, 'Ax': 87, 'Ay': -205, 'Az': 2012, 'timestamps': 1542884250.3661332}
{'yaw': 23.53563, 'pitch': -22.037, 'roll': -9.787203, 'Ax': -75, 'Ay': -19, 'Az': 1911, 'timestamps': 1542884250.3661854}
{'yaw': 23.36905, 'pitch': -22.0221, 'roll': -9.716459, 'Ax': -175, 'Ay': 120, 'Az': 1876, 'timestamps': 1542884250.3662367}
{'yaw': 23.17364, 'pitch': -21.98364, 'roll': -9.657446, 'Ax': -193, 'Ay': 161, 'Az': 1933, 'timestamps': 1542884250.366291}
{'yaw': 22.9605, 'pitch': -21.89681, 'roll': -9.622104, 'Ax': -136, 'Ay': 115, 'Az': 2062, 'timestamps': 1542884250.3722508}
{'yaw': 22.7624, 'pitch': -21.74974, 'roll': -9.590844, 'Ax': -43, 'Ay': -9, 'Az': 2196, 'timestamps': 1542884250.3723462}
{'yaw': 22.59205, 'pitch': -21.55099, 'roll': -9.560581, 'Ax': 27, 'Ay': -200, 'Az': 2416, 'timestamps': 1542884250.3724089}
{'yaw': 22.43577, 'pitch': -21.36766, 'roll': -9.482818, 'Ax': 29, 'Ay': -422, 'Az': 2714, 'timestamps': 1542884250.3724675}
{'yaw': 22.26637, 'pitch': -21.22148, 'roll': -9.309792, 'Ax': -74, 'Ay': -589, 'Az': 3145, 'timestamps': 1542884250.3725233}
{'yaw': 22.04983, 'pitch': -21.14235, 'roll': -9.027058, 'Ax': -230, 'Ay': -680, 'Az': 3525, 'timestamps': 1542884250.3725784}
{'yaw': 21.77136, 'pitch': -21.14542, 'roll': -8.642495, 'Ax': -423, 'Ay': -671, 'Az': 3768, 'timestamps': 1542884250.3726828}
{'yaw': 21.41163, 'pitch': -21.20292, 'roll': -8.200431, 'Ax': -596, 'Ay': -579, 'Az': 3837, 'timestamps': 1542884250.372759}
{'yaw': 20.98896, 'pitch': -21.27667, 'roll': -7.749423, 'Ax': -706, 'Ay': -439, 'Az': 3732, 'timestamps': 1542884250.37283}
{'yaw': 20.56694, 'pitch': -21.32055, 'roll': -7.354748, 'Ax': -704, 'Ay': -328, 'Az': 3480, 'timestamps': 1542884250.3729072}
{'yaw': 20.18263, 'pitch': -21.27239, 'roll': -7.042034, 'Ax': -570, 'Ay': -249, 'Az': 3168, 'timestamps': 1542884250.3822236}
{'yaw': 19.90736, 'pitch': -21.1109, 'roll': -6.852716, 'Ax': -379, 'Ay': -204, 'Az': 2880, 'timestamps': 1542884250.387157}
{'yaw': 19.7872, 'pitch': -20.79167, 'roll': -6.786768, 'Ax': -177, 'Ay': -221, 'Az': 2720, 'timestamps': 1542884250.3970678}
{'yaw': 19.82816, 'pitch': -20.30196, 'roll': -6.794736, 'Ax': -24, 'Ay': -296, 'Az': 2808, 'timestamps': 1542884250.402844}
{'yaw': 20.0138, 'pitch': -19.68469, 'roll': -6.817397, 'Ax': 40, 'Ay': -393, 'Az': 3016, 'timestamps': 1542884250.412995}
{'yaw': 20.29116, 'pitch': -19.01907, 'roll': -6.813432, 'Ax': 2, 'Ay': -463, 'Az': 3191, 'timestamps': 1542884250.4262407}
{'yaw': 20.60284, 'pitch': -18.3784, 'roll': -6.748892, 'Ax': -143, 'Ay': -461, 'Az': 3255, 'timestamps': 1542884250.436578}
{'yaw': 20.89485, 'pitch': -17.78523, 'roll': -6.627615, 'Ax': -369, 'Ay': -386, 'Az': 3170, 'timestamps': 1542884250.4432082}
{'yaw': 21.13303, 'pitch': -17.22035, 'roll': -6.486325, 'Ax': -578, 'Ay': -271, 'Az': 2947, 'timestamps': 1542884250.4537966}
{'yaw': 21.31164, 'pitch': -16.6902, 'roll': -6.364299, 'Ax': -748, 'Ay': -155, 'Az': 2571, 'timestamps': 1542884250.4647415}
{'yaw': 21.44015, 'pitch': -16.16825, 'roll': -6.250349, 'Ax': -827, 'Ay': -45, 'Az': 2131, 'timestamps': 1542884250.4754062}
{'yaw': 21.53397, 'pitch': -15.65038, 'roll': -6.154243, 'Ax': -765, 'Ay': -11, 'Az': 1709, 'timestamps': 1542884250.4843733}
{'yaw': 21.6243, 'pitch': -15.12167, 'roll': -6.077399, 'Ax': -570, 'Ay': -46, 'Az': 1295, 'timestamps': 1542884250.4986887}
{'yaw': 21.756, 'pitch': -14.56275, 'roll': -6.043875, 'Ax': -301, 'Ay': -118, 'Az': 842, 'timestamps': 1542884250.502089}
{'yaw': 21.97029, 'pitch': -13.9867, 'roll': -6.046301, 'Ax': 22, 'Ay': -232, 'Az': 412, 'timestamps': 1542884250.5115771}
{'yaw': 22.28916, 'pitch': -13.36252, 'roll': -6.093909, 'Ax': 352, 'Ay': -372, 'Az': 66, 'timestamps': 1542884250.5215578}
{'yaw': 22.70292, 'pitch': -12.7404, 'roll': -6.186867, 'Ax': 581, 'Ay': -470, 'Az': -302, 'timestamps': 1542884250.5317636}
{'yaw': 23.13778, 'pitch': -12.16987, 'roll': -6.303877, 'Ax': 590, 'Ay': -469, 'Az': -663, 'timestamps': 1542884250.5451326}
{'yaw': 23.5112, 'pitch': -11.70761, 'roll': -6.449061, 'Ax': 397, 'Ay': -387, 'Az': -979, 'timestamps': 1542884250.5532093}
{'yaw': 23.77995, 'pitch': -11.34273, 'roll': -6.594477, 'Ax': 132, 'Ay': -240, 'Az': -1287, 'timestamps': 1542884250.564699}
{'yaw': 23.9351, 'pitch': -11.07283, 'roll': -6.747815, 'Ax': -67, 'Ay': -88, 'Az': -1612, 'timestamps': 1542884250.5717084}
{'yaw': 23.97582, 'pitch': -10.89677, 'roll': -6.917262, 'Ax': -127, 'Ay': 37, 'Az': -1936, 'timestamps': 1542884250.5815742}
{'yaw': 23.92681, 'pitch': -10.77578, 'roll': -7.11179, 'Ax': -41, 'Ay': 108, 'Az': -2195, 'timestamps': 1542884250.5964317}
{'yaw': 23.88131, 'pitch': -10.70554, 'roll': -7.340602, 'Ax': 131, 'Ay': 99, 'Az': -2362, 'timestamps': 1542884250.6025813}
{'yaw': 23.87305, 'pitch': -10.62346, 'roll': -7.577961, 'Ax': 346, 'Ay': -72, 'Az': -2261, 'timestamps': 1542884250.6121137}
{'yaw': 23.9552, 'pitch': -10.49803, 'roll': -7.770523, 'Ax': 571, 'Ay': -354, 'Az': -1965, 'timestamps': 1542884250.6222284}
{'yaw': 24.11215, 'pitch': -10.37075, 'roll': -7.918804, 'Ax': 737, 'Ay': -619, 'Az': -1752, 'timestamps': 1542884250.6328785}
{'yaw': 24.33729, 'pitch': -10.27184, 'roll': -8.051311, 'Ax': 817, 'Ay': -802, 'Az': -1745, 'timestamps': 1542884250.6445756}
{'yaw': 24.60191, 'pitch': -10.20568, 'roll': -8.1883, 'Ax': 795, 'Ay': -881, 'Az': -1872, 'timestamps': 1542884250.6576023}
{'yaw': 24.86945, 'pitch': -10.16288, 'roll': -8.375429, 'Ax': 713, 'Ay': -880, 'Az': -2112, 'timestamps': 1542884250.6635876}
{'yaw': 25.11096, 'pitch': -10.16862, 'roll': -8.601475, 'Ax': 578, 'Ay': -785, 'Az': -2312, 'timestamps': 1542884250.6719437}
{'yaw': 25.28271, 'pitch': -10.21316, 'roll': -8.830305, 'Ax': 424, 'Ay': -690, 'Az': -2331, 'timestamps': 1542884250.6832032}
{'yaw': 25.37941, 'pitch': -10.29858, 'roll': -9.024999, 'Ax': 263, 'Ay': -638, 'Az': -2186, 'timestamps': 1542884250.6942525}
{'yaw': 25.39383, 'pitch': -10.44569, 'roll': -9.160295, 'Ax': 131, 'Ay': -617, 'Az': -1978, 'timestamps': 1542884250.7032065}
{'yaw': 25.3265, 'pitch': -10.65934, 'roll': -9.222395, 'Ax': 40, 'Ay': -619, 'Az': -1739, 'timestamps': 1542884250.7118933}
{'yaw': 25.20701, 'pitch': -10.89976, 'roll': -9.240739, 'Ax': 3, 'Ay': -633, 'Az': -1592, 'timestamps': 1542884250.7220442}
{'yaw': 25.06918, 'pitch': -11.15068, 'roll': -9.251854, 'Ax': 39, 'Ay': -625, 'Az': -1574, 'timestamps': 1542884250.7363248}
{'yaw': 24.92947, 'pitch': -11.40749, 'roll': -9.300896, 'Ax': 122, 'Ay': -615, 'Az': -1604, 'timestamps': 1542884250.7457485}
{'yaw': 24.80216, 'pitch': -11.67887, 'roll': -9.376986, 'Ax': 163, 'Ay': -560, 'Az': -1593, 'timestamps': 1542884250.7516437}
{'yaw': 24.67855, 'pitch': -11.94641, 'roll': -9.467074, 'Ax': 178, 'Ay': -478, 'Az': -1482, 'timestamps': 1542884250.7616577}
{'yaw': 24.54927, 'pitch': -12.21641, 'roll': -9.549349, 'Ax': 156, 'Ay': -409, 'Az': -1298, 'timestamps': 1542884250.7725365}
{'yaw': 24.43863, 'pitch': -12.47381, 'roll': -9.623055, 'Ax': 184, 'Ay': -405, 'Az': -1094, 'timestamps': 1542884250.7878406}
{'yaw': 24.34283, 'pitch': -12.75489, 'roll': -9.682008, 'Ax': 238, 'Ay': -462, 'Az': -937, 'timestamps': 1542884250.7932923}
{'yaw': 24.27847, 'pitch': -13.05035, 'roll': -9.733597, 'Ax': 230, 'Ay': -545, 'Az': -818, 'timestamps': 1542884250.8064024}
{'yaw': 24.21532, 'pitch': -13.36925, 'roll': -9.776209, 'Ax': 161, 'Ay': -626, 'Az': -788, 'timestamps': 1542884250.8119845}
{'yaw': 24.14922, 'pitch': -13.76477, 'roll': -9.807772, 'Ax': 55, 'Ay': -616, 'Az': -832, 'timestamps': 1542884250.8221827}
{'yaw': 24.0586, 'pitch': -14.21532, 'roll': -9.827043, 'Ax': -17, 'Ay': -514, 'Az': -781, 'timestamps': 1542884250.837743}
{'yaw': 23.94549, 'pitch': -14.69761, 'roll': -9.835521, 'Ax': 0, 'Ay': -364, 'Az': -673, 'timestamps': 1542884250.848804}
{'yaw': 23.83274, 'pitch': -15.19401, 'roll': -9.854418, 'Ax': 59, 'Ay': -192, 'Az': -578, 'timestamps': 1542884250.8527346}
{'yaw': 23.71992, 'pitch': -15.68166, 'roll': -9.908312, 'Ax': 148, 'Ay': -86, 'Az': -473, 'timestamps': 1542884250.864458}
{'yaw': 23.63919, 'pitch': -16.14634, 'roll': -9.991425, 'Ax': 233, 'Ay': -98, 'Az': -347, 'timestamps': 1542884250.8739676}
{'yaw': 23.59406, 'pitch': -16.60224, 'roll': -10.10855, 'Ax': 295, 'Ay': -201, 'Az': -252, 'timestamps': 1542884250.8842235}
{'yaw': 23.58987, 'pitch': -17.06854, 'roll': -10.26633, 'Ax': 283, 'Ay': -298, 'Az': -215, 'timestamps': 1542884250.892799}
{'yaw': 23.62109, 'pitch': -17.54806, 'roll': -10.42694, 'Ax': 242, 'Ay': -376, 'Az': -54, 'timestamps': 1542884250.9056005}
{'yaw': 23.68323, 'pitch': -18.02277, 'roll': -10.53911, 'Ax': 277, 'Ay': -467, 'Az': 379, 'timestamps': 1542884250.9117672}
{'yaw': 23.74778, 'pitch': -18.52604, 'roll': -10.55981, 'Ax': 409, 'Ay': -533, 'Az': 918, 'timestamps': 1542884250.9221644}
{'yaw': 23.81666, 'pitch': -19.06316, 'roll': -10.47411, 'Ax': 568, 'Ay': -522, 'Az': 1349, 'timestamps': 1542884250.9324389}
{'yaw': 23.8655, 'pitch': -19.65434, 'roll': -10.34426, 'Ax': 713, 'Ay': -500, 'Az': 1557, 'timestamps': 1542884250.9416928}
{'yaw': 23.91976, 'pitch': -20.28706, 'roll': -10.26465, 'Ax': 806, 'Ay': -467, 'Az': 1400, 'timestamps': 1542884250.9534128}
{'yaw': 24.00592, 'pitch': -20.93904, 'roll': -10.32216, 'Ax': 806, 'Ay': -435, 'Az': 947, 'timestamps': 1542884250.9649465}
{'yaw': 24.14301, 'pitch': -21.5752, 'roll': -10.53012, 'Ax': 745, 'Ay': -457, 'Az': 606, 'timestamps': 1542884250.9745479}
{'yaw': 24.35158, 'pitch': -22.1708, 'roll': -10.8169, 'Ax': 725, 'Ay': -580, 'Az': 629, 'timestamps': 1542884250.9838884}
{'yaw': 24.61503, 'pitch': -22.76236, 'roll': -11.07933, 'Ax': 765, 'Ay': -732, 'Az': 982, 'timestamps': 1542884250.9931982}
{'yaw': 24.92361, 'pitch': -23.40373, 'roll': -11.22553, 'Ax': 838, 'Ay': -884, 'Az': 1544, 'timestamps': 1542884251.0019784}
{'yaw': 25.2421, 'pitch': -24.11395, 'roll': -11.17871, 'Ax': 934, 'Ay': -981, 'Az': 2176, 'timestamps': 1542884251.017682}
{'yaw': 25.54471, 'pitch': -24.91122, 'roll': -10.9497, 'Ax': 983, 'Ay': -969, 'Az': 2583, 'timestamps': 1542884251.0218108}
{'yaw': 25.80956, 'pitch': -25.79028, 'roll': -10.63538, 'Ax': 925, 'Ay': -816, 'Az': 2557, 'timestamps': 1542884251.0328975}
{'yaw': 26.03926, 'pitch': -26.71794, 'roll': -10.38834, 'Ax': 803, 'Ay': -520, 'Az': 2066, 'timestamps': 1542884251.0417554}
{'yaw': 26.24553, 'pitch': -27.65285, 'roll': -10.31735, 'Ax': 656, 'Ay': -166, 'Az': 1421, 'timestamps': 1542884251.0540972}
{'yaw': 26.43959, 'pitch': -28.53414, 'roll': -10.41302, 'Ax': 559, 'Ay': 85, 'Az': 1089, 'timestamps': 1542884251.0630958}
